"UNIT","GEO","TIME","NA_ITEM","Value"
"Current prices, million euro","Finland","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Finland","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Finland","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Finland","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Finland","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Finland","1980","Gross domestic product at market prices","38.690,3"
"Current prices, million euro","Finland","1981","Gross domestic product at market prices","47.222,4"
"Current prices, million euro","Finland","1982","Gross domestic product at market prices","54.064,9"
"Current prices, million euro","Finland","1983","Gross domestic product at market prices","57.378,7"
"Current prices, million euro","Finland","1984","Gross domestic product at market prices","67.284,8"
"Current prices, million euro","Finland","1985","Gross domestic product at market prices","73.773,4"
"Current prices, million euro","Finland","1986","Gross domestic product at market prices","74.854,4"
"Current prices, million euro","Finland","1987","Gross domestic product at market prices","79.488,1"
"Current prices, million euro","Finland","1988","Gross domestic product at market prices","92.276,1"
"Current prices, million euro","Finland","1989","Gross domestic product at market prices","108.126,9"
"Current prices, million euro","Finland","1990","Gross domestic product at market prices","111.394,9"
"Current prices, million euro","Finland","1991","Gross domestic product at market prices","103.292,1"
"Current prices, million euro","Finland","1992","Gross domestic product at market prices","86.806,9"
"Current prices, million euro","Finland","1993","Gross domestic product at market prices","76.101,5"
"Current prices, million euro","Finland","1994","Gross domestic product at market prices","87.157,1"
"Current prices, million euro","Finland","1995","Gross domestic product at market prices","102.643,6"
"Current prices, million euro","Finland","1996","Gross domestic product at market prices","104.142,2"
"Current prices, million euro","Finland","1997","Gross domestic product at market prices","112.033,4"
"Current prices, million euro","Finland","1998","Gross domestic product at market prices","119.733,4"
"Current prices, million euro","Finland","1999","Gross domestic product at market prices","126.916,0"
"Current prices, million euro","Finland","2000","Gross domestic product at market prices","136.442,0"
"Current prices, million euro","Finland","2001","Gross domestic product at market prices","144.628,0"
"Current prices, million euro","Finland","2002","Gross domestic product at market prices","148.486,0"
"Current prices, million euro","Finland","2003","Gross domestic product at market prices","151.749,0"
"Current prices, million euro","Finland","2004","Gross domestic product at market prices","158.758,0"
"Current prices, million euro","Finland","2005","Gross domestic product at market prices","164.687,0"
"Current prices, million euro","Finland","2006","Gross domestic product at market prices","172.897,0"
"Current prices, million euro","Finland","2007","Gross domestic product at market prices","187.072,0"
"Current prices, million euro","Finland","2008","Gross domestic product at market prices","194.265,0"
"Current prices, million euro","Finland","2009","Gross domestic product at market prices","181.747,0"
"Current prices, million euro","Finland","2010","Gross domestic product at market prices","188.143,0"
"Current prices, million euro","Finland","2011","Gross domestic product at market prices","197.998,0"
"Current prices, million euro","Finland","2012","Gross domestic product at market prices","201.037,0"
"Current prices, million euro","Finland","2013","Gross domestic product at market prices","204.321,0"
"Current prices, million euro","Finland","2014","Gross domestic product at market prices","206.897,0"
"Current prices, million euro","Finland","2015","Gross domestic product at market prices","211.516,0"
"Current prices, million euro","Finland","2016","Gross domestic product at market prices","217.484,0"
"Current prices, million euro","Finland","2017","Gross domestic product at market prices","225.785,0"
"Current prices, million euro","Finland","2018","Gross domestic product at market prices","234.453,0"
"Current prices, million euro","Sweden","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Sweden","1989","Gross domestic product at market prices",":"
